series,subseries,year,source_type,source_table,source_line_or_column,citation,provenance_class_raw,workpackage,note
S504,S504-A,1985,book,Book Table H.1 col V_star,V* = (V*/W) x W,Book Table H.1 col V_star,book,S506_STEP_TABLE,Variable Capital V*
S504,S504-A,1986,book,Book Table H.1 col V_star,V* = (V*/W) x W,Book Table H.1 col V_star,book,S506_STEP_TABLE,Variable Capital V*
S504,S504-A,1987,book,Book Table H.1 col V_star,V* = (V*/W) x W,Book Table H.1 col V_star,book,S506_STEP_TABLE,Variable Capital V*
S504,S504-A,1988,book,Book Table H.1 col V_star,V* = (V*/W) x W,Book Table H.1 col V_star,book,S506_STEP_TABLE,Variable Capital V*
S504,S504-A,1989,book,Book Table H.1 col V_star,V* = (V*/W) x W,Book Table H.1 col V_star,book,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,1998,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,1998,BEA,S512-EXT(de-spliced) x BEA NIPA T20100,0.2692 x total compensation,V*; was 1597.4 when spliced,NAICS,WP-A,V*; was 1597.4 when spliced
S504,S504-EXT,1999,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2000,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2001,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2002,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2003,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2004,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2005,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2006,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2007,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2008,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2009,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2010,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2011,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2012,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2013,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2014,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2015,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2016,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2017,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2018,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2019,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2020,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2021,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2022,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2023,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2024,BEA,S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed,S506_STEP_TABLE,Variable Capital V*
S504,S504-EXT,2024,pipeline,S512-EXT x T20100,0.198 x total compensation,V*,NAICS,WP-A,V*
S504,S504-INTERP,1990,BEA,log-linear bridge book(1989)->EXT(1998); S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,log-linear bridge book(1989)->EXT(1998); S512-EXT x BEA NIPA T20100 line1 (total compensation),interpolated,S506_STEP_TABLE,Variable Capital V*
S504,S504-INTERP,1991,BEA,log-linear bridge book(1989)->EXT(1998); S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,log-linear bridge book(1989)->EXT(1998); S512-EXT x BEA NIPA T20100 line1 (total compensation),interpolated,S506_STEP_TABLE,Variable Capital V*
S504,S504-INTERP,1992,BEA,log-linear bridge book(1989)->EXT(1998); S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,log-linear bridge book(1989)->EXT(1998); S512-EXT x BEA NIPA T20100 line1 (total compensation),interpolated,S506_STEP_TABLE,Variable Capital V*
S504,S504-INTERP,1993,BEA,log-linear bridge book(1989)->EXT(1998); S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,log-linear bridge book(1989)->EXT(1998); S512-EXT x BEA NIPA T20100 line1 (total compensation),interpolated,S506_STEP_TABLE,Variable Capital V*
S504,S504-INTERP,1994,BEA,log-linear bridge book(1989)->EXT(1998); S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,log-linear bridge book(1989)->EXT(1998); S512-EXT x BEA NIPA T20100 line1 (total compensation),interpolated,S506_STEP_TABLE,Variable Capital V*
S504,S504-INTERP,1995,BEA,log-linear bridge book(1989)->EXT(1998); S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,log-linear bridge book(1989)->EXT(1998); S512-EXT x BEA NIPA T20100 line1 (total compensation),interpolated,S506_STEP_TABLE,Variable Capital V*
S504,S504-INTERP,1996,BEA,log-linear bridge book(1989)->EXT(1998); S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,log-linear bridge book(1989)->EXT(1998); S512-EXT x BEA NIPA T20100 line1 (total compensation),interpolated,S506_STEP_TABLE,Variable Capital V*
S504,S504-INTERP,1997,BEA,log-linear bridge book(1989)->EXT(1998); S512-EXT x BEA NIPA T20100 line1 (total compensation),V* = (V*/W) x W,log-linear bridge book(1989)->EXT(1998); S512-EXT x BEA NIPA T20100 line1 (total compensation),interpolated,S506_STEP_TABLE,Variable Capital V*
S505,S505-A,1948,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1949,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1950,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1951,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1952,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1953,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1954,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1955,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1956,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1957,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1958,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1959,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1960,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1961,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1962,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1963,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1964,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1965,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1966,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1967,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1968,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1969,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1970,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1971,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1972,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1973,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1974,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1975,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1976,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1977,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1978,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1979,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1980,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1981,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1982,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1983,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1984,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1985,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1986,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1987,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1988,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-A,1989,book,Book Table H.1 col S_star,S* = GFP - V* (identity),Book Table H.1 col S_star,book,S506_STEP_TABLE,Surplus Value S*
S505,S505-COMBINED,1990,pipeline,derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,S* = GFP - V* (identity),derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,interpolated,S506_STEP_TABLE,Surplus Value S*
S505,S505-COMBINED,1991,pipeline,derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,S* = GFP - V* (identity),derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,interpolated,S506_STEP_TABLE,Surplus Value S*
S505,S505-COMBINED,1992,pipeline,derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,S* = GFP - V* (identity),derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,interpolated,S506_STEP_TABLE,Surplus Value S*
S505,S505-COMBINED,1993,pipeline,derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,S* = GFP - V* (identity),derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,interpolated,S506_STEP_TABLE,Surplus Value S*
S505,S505-COMBINED,1994,pipeline,derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,S* = GFP - V* (identity),derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,interpolated,S506_STEP_TABLE,Surplus Value S*
S505,S505-COMBINED,1995,pipeline,derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,S* = GFP - V* (identity),derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,interpolated,S506_STEP_TABLE,Surplus Value S*
S505,S505-COMBINED,1996,pipeline,derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,S* = GFP - V* (identity),derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,interpolated,S506_STEP_TABLE,Surplus Value S*
S505,S505-COMBINED,1997,pipeline,derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,S* = GFP - V* (identity),derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,interpolated,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,1998,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,1999,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2000,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2001,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2002,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2003,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2004,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2005,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2006,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2007,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2008,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2009,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2010,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2011,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2012,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2013,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2014,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2015,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2016,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2017,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2018,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2019,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2020,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2021,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2022,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2023,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S505,S505-EXT,2024,pipeline,computed: S503-COMBINED - S504-COMBINED,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed,S506_STEP_TABLE,Surplus Value S*
S506,S506-A,1948,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1949,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1950,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1951,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1952,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1953,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1954,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1955,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1956,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1957,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1958,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1958,book,KB v2 _combined/H.1.csv,S_star_V_star row 1958,corrected from research-note 1.83 transcription error (DIV-A14),book,WP-A,corrected from research-note 1.83 transcription error (DIV-A14)
S506,S506-A,1959,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1960,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1961,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1962,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1963,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1964,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1965,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1966,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1967,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1968,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1969,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1970,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
