series,component_name,year,value,arm,formula_step,source_citation,flag
S504,Variable Capital V*,1996,1500.79,S504-INTERP,V* = (V*/W) x W,log-linear bridge book(1989)->EXT(1998); S512-EXT x BEA NIPA T20100 line1 (total compensation),interpolated
S504,Variable Capital V*,1997,1548.35,S504-INTERP,V* = (V*/W) x W,log-linear bridge book(1989)->EXT(1998); S512-EXT x BEA NIPA T20100 line1 (total compensation),interpolated
S504,Variable Capital V*,1998,1597.41,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,1999,1685.93,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2000,1796.95,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2001,1788.62,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2002,1744.7,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2003,1758.56,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2004,1840.49,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2005,1918.85,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2006,2019.55,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2007,2095.19,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2008,2090.01,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2009,1874.3,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2010,1869.14,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2011,1947.09,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2012,2043.13,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2013,2103.74,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2014,2220.3,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2015,2318.6,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2016,2359.39,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2017,2474.87,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2018,2617.77,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2019,2739.83,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2020,2710.34,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2021,2887.17,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2022,3127.08,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2023,3302.86,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S504,Variable Capital V*,2024,3482.18,S504-EXT,V* = (V*/W) x W,S512-EXT x BEA NIPA T20100 line1 (total compensation),computed
S505,Surplus Value S*,1948,149.94,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1949,148.64,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1950,165.26,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1951,188.25,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1952,194.51,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1953,204.52,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1954,208.2,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1955,228.55,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1956,236.97,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1957,250.25,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1958,256.15,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1959,278.42,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1960,286.46,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1961,296.54,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1962,320.2,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1963,337.71,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1964,364.54,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1965,395,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1966,430.65,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1967,454.4,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1968,493.63,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1969,523.83,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1970,547.67,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1971,596.7,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1972,645.98,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1973,719.75,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1974,778.25,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1975,867.02,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1976,968.82,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1977,1083.13,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1978,1221.07,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1979,1346.24,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1980,1462.7,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1981,1668.19,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1982,1724.68,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1983,1865.8,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1984,2101.78,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1985,2258.68,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1986,2401.11,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1987,2563.38,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1988,2752.81,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1989,2943.35,S505-A,S* = GFP - V* (identity),Book Table H.1 col S_star,book
S505,Surplus Value S*,1990,2994.58,S505-COMBINED,S* = GFP - V* (identity),derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,interpolated
S505,Surplus Value S*,1991,2834.32,S505-COMBINED,S* = GFP - V* (identity),derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,interpolated
S505,Surplus Value S*,1992,2676.25,S505-COMBINED,S* = GFP - V* (identity),derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,interpolated
S505,Surplus Value S*,1993,2520.24,S505-COMBINED,S* = GFP - V* (identity),derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,interpolated
S505,Surplus Value S*,1994,2366.15,S505-COMBINED,S* = GFP - V* (identity),derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,interpolated
S505,Surplus Value S*,1995,2213.84,S505-COMBINED,S* = GFP - V* (identity),derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,interpolated
S505,Surplus Value S*,1996,2063.19,S505-COMBINED,S* = GFP - V* (identity),derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,interpolated
S505,Surplus Value S*,1997,1914.05,S505-COMBINED,S* = GFP - V* (identity),derived from bridged components (S503/S504-COMBINED); no native 1990-97 source,interpolated
S505,Surplus Value S*,1998,2028.69,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,1999,2105.67,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2000,2218.65,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2001,2207.38,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2002,2254.4,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2003,2460.44,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2004,2705.51,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2005,2947.85,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2006,3187.55,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2007,3298.21,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2008,3300.79,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2009,3118.2,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2010,3360.66,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2011,3538.51,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2012,3648.27,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2013,3872.86,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2014,4001.2,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2015,4026.4,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2016,4014.41,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2017,4223.33,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2018,4467.13,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2019,4556.17,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2020,4395.26,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2021,5232.53,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2022,6009.52,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2023,6256.74,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S505,Surplus Value S*,2024,6374.82,S505-EXT,S* = GFP - V* (identity),computed: S503-COMBINED - S504-COMBINED,computed
S511,Productive Labor Share Lp/L,1948,0.57,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1949,0.55,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1950,0.55,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1951,0.53,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1952,0.52,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1953,0.51,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1954,0.5,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1955,0.5,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1956,0.49,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1957,0.49,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1958,0.47,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1959,0.47,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1960,0.46,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1961,0.45,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1962,0.45,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1963,0.45,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1964,0.45,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1965,0.45,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1966,0.44,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1967,0.44,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1968,0.43,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1969,0.43,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1970,0.42,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1971,0.42,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1972,0.42,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1973,0.43,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1974,0.42,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1975,0.41,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1976,0.41,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1977,0.41,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1978,0.41,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1979,0.4,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1980,0.4,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1981,0.39,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1982,0.38,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1983,0.38,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1984,0.38,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1985,0.37,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1986,0.37,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1987,0.36,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1988,0.37,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1989,0.36,S511-A,Lp/L,Book Table 5.7 col T511A,book
S511,Productive Labor Share Lp/L,1990,0.354965,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,1991,0.346767,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,1992,0.343127,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,1993,0.341506,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,1994,0.341496,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,1995,0.339796,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,1996,0.337537,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,1997,0.336245,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,1998,0.334397,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,1999,0.330748,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2000,0.32823,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2001,0.322258,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2002,0.31512,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2003,0.309553,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2004,0.308498,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2005,0.308724,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2006,0.309537,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2007,0.306538,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2008,0.301853,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2009,0.287989,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2010,0.283247,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2011,0.283194,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2012,0.283157,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2013,0.282475,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2014,0.283135,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2015,0.282761,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2016,0.281116,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2017,0.280978,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2018,0.282367,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2019,0.282208,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2020,0.28293,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2021,0.281313,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2022,0.281143,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2023,0.280675,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S511,Productive Labor Share Lp/L,2024,0.279451,S511-EXT,Lp/L,BLS CES productive-employment share,raw-source
S512,Productive Wage Share V*/W,1948,0.54,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1949,0.52,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1950,0.52,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1951,0.51,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1952,0.5,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1953,0.5,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1954,0.48,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1955,0.48,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1956,0.47,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1957,0.46,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1958,0.44,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1959,0.45,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1960,0.44,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1961,0.43,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1962,0.43,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1963,0.43,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1964,0.42,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1965,0.43,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1966,0.43,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1967,0.42,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1968,0.42,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1969,0.42,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1970,0.41,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1971,0.4,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1972,0.41,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1973,0.42,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1974,0.41,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1975,0.4,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1976,0.4,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1977,0.41,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1978,0.41,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1979,0.41,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1980,0.4,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1981,0.39,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1982,0.38,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1983,0.38,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1984,0.39,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1985,0.38,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1986,0.37,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1987,0.36,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1988,0.36,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1989,0.36,S512-A,V*/W,Book Table 5.7 col T512A,book
S512,Productive Wage Share V*/W,1990,0.354698,S512-INTERP,V*/W,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",interpolated
S512,Productive Wage Share V*/W,1991,0.349474,S512-INTERP,V*/W,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",interpolated
S512,Productive Wage Share V*/W,1992,0.344328,S512-INTERP,V*/W,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",interpolated
S512,Productive Wage Share V*/W,1993,0.339257,S512-INTERP,V*/W,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",interpolated
S512,Productive Wage Share V*/W,1994,0.33426,S512-INTERP,V*/W,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",interpolated
S512,Productive Wage Share V*/W,1995,0.329338,S512-INTERP,V*/W,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",interpolated
S512,Productive Wage Share V*/W,1996,0.324487,S512-INTERP,V*/W,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",interpolated
S512,Productive Wage Share V*/W,1997,0.319708,S512-INTERP,V*/W,"log-linear bridge book(1989)->EXT(1998); BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",interpolated
S512,Productive Wage Share V*/W,1998,0.315,S512-EXT,V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source
S512,Productive Wage Share V*/W,1999,0.312054,S512-EXT,V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source
S512,Productive Wage Share V*/W,2000,0.307321,S512-EXT,V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source
S512,Productive Wage Share V*/W,2001,0.296211,S512-EXT,V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source
S512,Productive Wage Share V*/W,2002,0.28438,S512-EXT,V*/W,"BEA NIPA 6.2D lines[5,7,11,12,13,43]/line1, level-spliced",raw-source
