table_id,document_id,file,chars,lines,preview
T00270,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_004_table_01_pdfplumber_strategy_2.csv,4578,51,"216;;;;Review of R;adical Political Eco;nomics 44(2) ;;;;;; invested produ;ctiv;ely and thus the;lower the capital;accumulation. O;""f course; there m"""
T00271,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_005_table_01_pdfplumber_strategy_2.csv,3860,51,Paitaridis and Tsou;lfidis;;;;;217 ;;;;;; line drawn betwe;en productive an;d unproductive l;abor was r;endered synony;mous t;o marketed versus non-ma
T00272,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_006_table_01_pdfplumber_strategy_2.csv,3012,48,21;8;;;R;eview;of Radical Pol;itical Econ;omics 44(2) ;;;;;;;; ;0.67;;;;;;; ;;;;;;;; ;;;;share of unpro;ductive;to total wages;; ;;;;;;;; ;0.62;;;;;;;
T00273,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_007_table_01_pdfplumber_strategy_1.csv,61,8,"; surplus value; ;seitiv ""itca evitcud""; ;orpnu net profits; "
T00274,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_008_table_01_pdfplumber_strategy_4.csv,57,7,"""productivity; PT"" ""productivity; ST"" """" """" real wage """" "
T00275,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_009_table_01_pymupdf_text_analysis.csv,412,5,somewhat lower than those of ST’s estimates.;4;An examination of the graph (and especially of our pronounced in our data (productivity PT) rather than
T00276,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_010_table_01_pdfplumber_strategy_1.csv,94,6,"""rate of surplus value; PT""; ; ; ""rate of surplus value; ST"";""rate of surplus value; Mohun"" ; "
T00277,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_011_table_01_pymupdf_text_analysis.csv,201,3,computer related industries.;8;Our estimates show that the rate of surplus value increases rapidly in the mid-1960s and later.;9;In the same figure we
T00278,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_012_table_01_pdfplumber_strategy_2.csv,3412,53,"224;;;;;Review of R;adical;Political Eco;nomics 44(2) ;;;;;;;; 0.55;;;;;;;; ;;;;;;;; ;;;;;;;general rate of p;""rofit; PT"" ;;;;;;;; 0.5;;;;;;;; ;;;;;;;"
T00279,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_013_table_01_pdfplumber_strategy_2.csv,1997,53,Paitaridis and Tsou;lfidis;;;;;;;;22 ;;;;;;;;; 0.12;;;;;;;;; ;;;;;;;;; 0.105;;;;;;;;; ;;;;;;;;; 0.09;;;;;;;;; ;;;;;;;;; ;;;;net rate of profit;;;;; 0.
T00280,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_014_table_01_pdfplumber_strategy_2.csv,4431,52,"226;;;Review o;f Radical Politi;cal Econ;omics 44(2) ;;;;;; ""Clearly; the ne"";t rate of profit;never returns to;the level of the;""mid-1960s; a"";nd so "
T00281,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_015_table_01_pdfplumber_strategy_2.csv,3588,58,"Paitaridis and Tso;ulfidis;;;;;227 ;;;;;; By taking dif;ferences we write;"";"";;;; ;;;;;; ;;Δπ =;rΔC + CΔr;;; ;;;;;; And dividing;through by ΔC a;nd we"
T00282,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_016_table_01_pdfplumber_strategy_2.csv,3377,52,22;8;;;;;Review of;Radical Political E;conomics 44(2) ;;;;;;;; ;20.7;;;;;;; ;;;;;;;; ;20.4;;;;;;; ;;;;;;;; ;;;n;atura;l logarithm of;net profits (2005
T00283,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_017_table_01_pdfplumber_strategy_2.csv,4657,52,"Paitaridis and Ts;oulfidis;;;;;229 ;;;;;; 1980s. More sp;""ecifically; the rat"";e of unemploym;ent was kept at to;lerant lev;els and;the business bankr"
T00284,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_018_table_01_pdfplumber_strategy_2.csv,3260,53,230;;;;Review o;f Radical Political;Economics 44(2) ;;;;;; Table A. Classifica;tion of S;ectors;;;; ;;;;;; Productive Activitie;s;;;;Unproductive Acti
T00285,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_019_table_01_pymupdf_text_analysis.csv,218,3,"(;L;j;);NIPA;employed in the productive sectors (;j;""= 1;2; ...;"";n;) according to NIPA tables. In this total industry;j;""we take the share of product"
T00286,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_020_table_01_pdfplumber_strategy_2.csv,3841,52,"232;;;Revie;w of Radical Political;Econo;mics 44(2) ;;;;;; ""Brenner; R. 2006"";. The economics;of global tu;rbulence: The advanc;ed capitalist economi;"
T00287,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_021_table_01_pdfplumber_strategy_2.csv,1509,22,"Paitaridis a;nd;Tsoulfidis;;;;;233 ;;;;;;; ""Smith; A. ["";17;76]1937. The wealth;of natio;""ns; ed. E. Cannan."";New York: Random;House.; ""Studenski;"";P."
T00288,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_001_table_01_pdfplumber_strategy_2.csv,2577,53,";;;;Review of Radical Political Economics ;;;;44(2) 213 –233 The Growth of;;;;© 2012 Union for Radical ;;;;Political Economics Unproductive Ac;tivit;"""
T00289,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_001_table_01_pymupdf_text_analysis.csv,199,4,"423899;RRP;XXX10.1177/0486613411423899Paitaridis and; Dimitris Paitaridis;1;and Lefteris Tsoulfidis;1 ""the 1970s (e.g.; Shaikh 1978) and culminated in"
T00290,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_002_table_01_pdfplumber_strategy_2.csv,4517,52,"214;;;Review;of Radical Political Econ;omics 44(2) ;;;;; ""distribution; so"";cial main;""tenance; and person"";al consumption;""; as well as the class"";if"
T00291,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_003_table_01_pdfplumber_strategy_2.csv,4815,52,Paitaridis and Tsoulfidi;s;;;;215 ;;;;; classical economists;and Marx paid s;o much attenti;on to the di;stinction of labor;activity. The discussion i
T00292,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_004_table_01_pdfplumber_strategy_2.csv,4578,51,"216;;;;Review of R;adical Political Eco;nomics 44(2) ;;;;;; invested produ;ctiv;ely and thus the;lower the capital;accumulation. O;""f course; there m"""
T00293,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_005_table_01_pdfplumber_strategy_2.csv,3860,51,Paitaridis and Tsou;lfidis;;;;;217 ;;;;;; line drawn betwe;en productive an;d unproductive l;abor was r;endered synony;mous t;o marketed versus non-ma
T00294,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_005_table_01_pymupdf_text_analysis.csv,181,3,"""third year will be still less than that of the second. (Smith;"";Wealth of Nations;""; p. 325)"" ""vant class; including men servants; lackeys; etc. . . "
T00295,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_006_table_01_pdfplumber_strategy_1.csv,88,6,"share of unproductive to total wages """" """" share of unproductive to total employment """" "
T00296,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_006_table_01_pdfplumber_strategy_2.csv,3012,48,21;8;;;R;eview;of Radical Pol;itical Econ;omics 44(2) ;;;;;;;; ;0.67;;;;;;; ;;;;;;;; ;;;;share of unpro;ductive;to total wages;; ;;;;;;;; ;0.62;;;;;;;
T00297,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_007_table_01_pdfplumber_strategy_1.csv,61,8,"; surplus value; ;seitiv ""itca evitcud""; ;orpnu net profits; "
T00298,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_007_table_01_pdfplumber_strategy_2.csv,3182,54,Paitaridis and T;soulfidis;;;;;219 ;;;;;; 9000;;;;;; ;;;;;; 7500;;;;;; ;;;;;surplus value; ;;;;;; 6000;;;;;; ;;;;;; ;;;;;;seiti 4500;;;;;;vit ;;;;;;ca
T00299,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_007_table_01_pdfplumber_strategy_4.csv,57,8,""""" surplus value seitiv ""itca evitcud"" orpnu net profits "
T00300,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_007_table_01_pymupdf_text_analysis.csv,308,4,"""vices; and government) plus the gross output of trade and real estate sectors net of imputations."";2; ductive workers. The difference is the total su"
T00301,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_008_table_01_pdfplumber_strategy_2.csv,2803,57,"220;;;;Review o;f Radical Pol;itical Eco;nomics 44(2) ;;;;;;; 178990;;;;;;; ;;;;;;""productivity;"";PT ;;;;;;; 153075;;;;;;; ;;;;;;; ;;;""productivity;"";"
T00302,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_008_table_01_pdfplumber_strategy_4.csv,57,7,"""productivity; PT"" ""productivity; ST"" """" """" real wage """" "
T00303,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_008_table_02_pymupdf_text_analysis.csv,40,4,MVA P;L;/;/; GDP;P;1;1; CPI;P;CPI;P;CPI 
T00304,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_009_table_01_pdfplumber_strategy_2.csv,4720,51,Paitaridis and Tsoulfidis;;;;;;221 ;;;;;; allowed the separation;of Drinking an;d Eating Plac;es togethe;r with Com;puter;and Related Activities that 
T00305,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_009_table_01_pymupdf_text_analysis.csv,412,5,somewhat lower than those of ST’s estimates.;4;An examination of the graph (and especially of our pronounced in our data (productivity PT) rather than
T00306,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_010_table_01_pdfplumber_strategy_1.csv,94,6,"""rate of surplus value; PT""; ; ; ""rate of surplus value; ST"";""rate of surplus value; Mohun"" ; "
T00307,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_010_table_01_pdfplumber_strategy_2.csv,1788,52,"22;2;;;;;;Review of;Radical;Political E;conomics;44(2) ;;;;;;;;;;; ;3.6;;;;;;;;;; ;;;;;;;;;;; ;;;;;;;;rate of surp;""lus value; PT"";; ;;;;;;;;;;; ;3.25"
T00308,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_010_table_01_pdfplumber_strategy_4.csv,97,7,"""rate of surplus value; PT"" """" """" """" ""rate of surplus value; ST rate of surplus value; Mohun"" """" "
T00309,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_010_table_02_pdfplumber_strategy_1.csv,78,6,"; ""value composition of capital; ST""; ;""value composition of capital; PT"" ; ; "
T00310,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_010_table_02_pdfplumber_strategy_4.csv,78,6,"; ""value composition of capital; ST""; ""value composition of capital; PT""; ; ; "
T00311,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_011_table_01_pdfplumber_strategy_2.csv,4741,52,Paitaridis and Tsou;lfidis;;;;;;223 ;;;;;;; speculate that the;y form the onset;of the fourth;stage that is;alr;eady in process;. Focus;ing on the com
T00312,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_011_table_01_pymupdf_text_analysis.csv,201,3,computer related industries.;8;Our estimates show that the rate of surplus value increases rapidly in the mid-1960s and later.;9;In the same figure we
T00313,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_011_table_02_pymupdf_text_analysis.csv,198,3,profit (;R;) spanning the period 1948 to 1989 to our estimates for the 1964 to 2007 period. net fixed capital stock as is used in similar studies.;12;
T00314,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_012_table_01_pdfplumber_strategy_1.csv,68,7,"""general rate of profit; PT""; ; ""general rate of profit; ST""; ; ; ; "
T00315,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_012_table_01_pdfplumber_strategy_2.csv,3412,53,"224;;;;;Review of R;adical;Political Eco;nomics 44(2) ;;;;;;;; 0.55;;;;;;;; ;;;;;;;; ;;;;;;;general rate of p;""rofit; PT"" ;;;;;;;; 0.5;;;;;;;; ;;;;;;;"
T00316,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_013_table_01_pdfplumber_strategy_1.csv,30,7,; ; net rate of profit; ; ; ; 
T00317,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_013_table_01_pdfplumber_strategy_2.csv,1997,53,Paitaridis and Tsou;lfidis;;;;;;;;22 ;;;;;;;;; 0.12;;;;;;;;; ;;;;;;;;; 0.105;;;;;;;;; ;;;;;;;;; 0.09;;;;;;;;; ;;;;;;;;; ;;;;net rate of profit;;;;; 0.
T00318,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_013_table_01_pymupdf_text_analysis.csv,130,3,"Lévy 2004).;14;""We cannot say the same thing though for the general rate of profit; whose rising"" Table 1.;Annual Growth Rates;15 "
T00319,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_013_table_02_pymupdf_text_analysis.csv,367,11,Variables/;1948-;1965-;1982-;1982-;1948-;1964-;1964-; Periods;Authors;1965;1982;1989;2007;1989;1989;2007 RSV;ST;1.25;0.26;1.52;-;0.89;0.56;- RSV;PT;-;
T00320,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_013_table_03_pymupdf_text_analysis.csv,79,5,R;PT;-;3.37;1.08;- -;2.20;-;0.51;-;0.22 R;SM;3.57;1.22;-; -;2.50;-;0.65;-;0.25 
T00321,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_014_table_01_pdfplumber_strategy_2.csv,4431,52,"226;;;Review o;f Radical Politi;cal Econ;omics 44(2) ;;;;;; ""Clearly; the ne"";t rate of profit;never returns to;the level of the;""mid-1960s; a"";nd so "
T00322,"[2011] Paitardis & Tsoulfidis - the Growth of Unproductive Activities, the Rate of Profit, and the Phase-Change of the U.S. Economy",[2025.10.02] page_014_table_01_pymupdf_text_analysis.csv,224,3,"the net profit rate (;r;""); the mass of real net profits ("";π;""); and the manifestation of crisis. In the formal"" with the simplified formula of the r"
